# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
Unassigned;Other;Other;Other;Other;Other	0.0055283997524	0.00230268600739	0.00216853305408	0.00234982838852	0.00442544254425	0.00356591855151	0.00359832078363	0.00261641763206	0.00333630820815	0.00315932351473	0.00382675033838	0.00594771917899	0.00399280848349	0.00290384238385	0.00262338644761	0.00402558420063	0.00474711397048	0.0028203477141	0.00337136723254	0.0026138060913	0.00204398773607	0.00316832069255	0.00290952674593	0.00335324616772	0.00314840624467	0.00407553665452	0.00294079300004
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__;g__	6.40355183675e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.59051250699e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01321289309e-05	0.0	0.0	0.0	0.0	0.0	9.74867905399e-06	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X;g__	0.00542167388845	0.0	0.0	0.0	1.500150015e-05	0.0	0.0	0.00094812757756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31189160378e-05	0.0	0.0	0.0	2.16464272572e-05	0.000776995338028	0.0	1.73703089309e-05	0.0	0.0	2.53138922641e-05	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera	0.00604068389934	0.0454056588164	0.014038658177	0.0102966889623	0.0197119711971	0.0251288097109	0.0229309655494	0.0260035645452	0.0323371673075	0.0291125811283	0.017189614864	0.0120062654234	0.0144544128341	0.0294917663203	0.0529477941248	0.00463573372233	0.0595319890748	0.0169349645847	0.0408619250189	0.0277453081369	0.00718895686626	0.00630739534793	0.0161457021513	0.0371393146979	0.0288369947761	0.00455650060753	0.0193831578032
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	0.0	0.0	4.93971082933e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	0.0	2.75770779328e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23046634675e-05	0.0	0.0	2.45049990198e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanocella	0.0	4.13656168992e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__;g__	0.0	2.75770779328e-05	1.4819132488e-05	0.0	0.0	0.0	0.0	0.0	6.6726164163e-05	4.68047928108e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000238491371723	0.0	0.0	1.08232136286e-05	0.0	0.0	0.0	0.0	0.000100267714799	0.0	2.89733300497e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__	0.0	0.0	6.91559516106e-05	0.0	0.0	0.0	0.0	5.18102501399e-06	0.0	1.56015976036e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000102210587881	0.0	0.0	0.000124466956729	0.0	0.0	0.0	5.63570784491e-05	0.0	0.0	1.44866650248e-05
