# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
Unassigned;Other	0.0055283997524	0.00230268600739	0.00216853305408	0.00234982838852	0.00442544254425	0.00356591855151	0.00359832078363	0.00261641763206	0.00333630820815	0.00315932351473	0.00382675033838	0.00594771917899	0.00399280848349	0.00290384238385	0.00262338644761	0.00402558420063	0.00474711397048	0.0028203477141	0.00337136723254	0.0026138060913	0.00204398773607	0.00316832069255	0.00290952674593	0.00335324616772	0.00314840624467	0.00407553665452	0.00294079300004
k__Archaea;p__Crenarchaeota	0.0115263933062	0.0454056588164	0.014038658177	0.0102966889623	0.0197269726973	0.0251288097109	0.0229309655494	0.0269775972478	0.0323371673075	0.0291125811283	0.017189614864	0.0120062654234	0.0144544128341	0.0294917663203	0.0529477941248	0.0047689847673	0.0595319890748	0.0169349645847	0.0408619250189	0.0277669545641	0.00796595220429	0.00631714402698	0.0161630724602	0.0371393146979	0.0288369947761	0.0045818144998	0.0193831578032
k__Archaea;p__Euryarchaeota	0.0	9.65197727649e-05	8.89147949279e-05	0.0	0.0	0.0	0.0	5.18102501399e-06	6.6726164163e-05	6.24063904144e-05	1.23046634675e-05	0.0	0.0	2.45049990198e-05	0.0	0.0	0.000340701959604	0.0	0.0	0.000135290170357	0.0	0.0	0.0	5.63570784491e-05	0.000100267714799	0.0	4.34599950745e-05
k__Archaea;p__[Parvarchaeota]	8.53806911567e-05	2.75770779328e-05	0.0	9.25129286818e-05	1.500150015e-05	7.277384799e-05	2.49883387752e-05	4.66292251259e-05	0.0	7.8007988018e-05	1.84569952012e-05	8.12731813279e-05	5.79961008775e-05	3.67574985297e-05	0.000140625151536	2.10396386793e-05	7.38187579142e-05	0.0	3.18053512503e-05	4.32928545144e-05	6.29996220023e-05	6.82407533779e-05	5.21109267928e-05	9.86248872858e-05	0.0	0.0	0.000492546610845
k__Bacteria;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99995800025e-06	0.0	0.0	0.0	2.00535429597e-05	0.0	0.0
k__Bacteria;p__	0.000128071036735	0.000206828084496	0.000187709011514	0.000222031028836	0.000870087008701	0.000414810933543	0.000174918371427	6.73533251819e-05	0.000100089246245	0.000210621567649	0.000239940937615	0.000199488717805	0.000432740137317	7.35149970594e-05	0.000276401159915	7.01321289309e-05	0.000295275031657	0.000244687701223	0.000469128930943	0.000194817845315	4.89997060018e-05	2.9246037162e-05	0.000182388243775	0.000267696122633	0.000150401572198	2.53138922641e-05	0.000202813310348
k__Bacteria;p__AD3	0.000106725863946	0.0	3.45779758053e-05	9.25129286818e-06	0.0	7.277384799e-06	0.0	4.14482001119e-05	0.0	0.0	6.15233173373e-06	0.0	0.0	0.0	0.0	0.000547030605661	1.13567319868e-05	0.0	0.0	0.0	0.0	0.000155978864864	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.224060278768	0.172991009873	0.178857049708	0.141905581305	0.213846384638	0.140235205077	0.172802692077	0.150197915156	0.152819597474	0.185495194708	0.179088224437	0.201165900729	0.170588838873	0.17924181533	0.189965183152	0.217388560047	0.202910730408	0.185717965229	0.186132866855	0.154274087062	0.166885998684	0.199760182495	0.133325806199	0.177524797115	0.237083011641	0.0470078979344	0.152906749337
k__Bacteria;p__Actinobacteria	0.0994898503703	0.136134245215	0.128165737178	0.115049078109	0.086903690369	0.127718103222	0.261594589192	0.121298157628	0.218845136914	0.165509548178	0.0851605758583	0.0926144843586	0.131633304038	0.106523230739	0.137856290793	0.156338541813	0.11843935789	0.151410173857	0.118292052638	0.170573846787	0.0880454717272	0.0898438261616	0.157105759126	0.17259355275	0.103155424985	0.167172944512	0.142070723899
k__Bacteria;p__Armatimonadetes	0.00221989797007	0.00107550603938	0.000311201782248	0.000952883165422	0.000990099009901	0.000975169563066	0.00105783967482	0.00113982550308	0.000942507068803	0.00144314777833	0.00177187153931	0.000672350863712	0.000932398852569	0.000857674965693	0.0013238160817	0.00230033382893	0.00136848620441	0.000553766902769	0.000962111875323	0.000465398186029	0.000958994246035	0.0023299342939	0.000799034210823	0.00119758791704	0.00221591649705	0.000734102875658	0.00147763983253
k__Bacteria;p__BHI80-139	0.000106725863946	2.75770779328e-05	9.87942165866e-06	3.70051714727e-05	9.00090009001e-05	0.000101883387186	0.000149930032651	2.59051250699e-05	6.6726164163e-05	7.8007988018e-05	0.000178417620278	5.17192972086e-05	9.36860091098e-05	2.45049990198e-05	3.39440020948e-05	9.81849805033e-05	9.08538558944e-05	0.00011590470058	0.000135172742814	5.4116068143e-05	2.7999832001e-05	3.8994716216e-05	6.07960812583e-05	7.04463480613e-05	6.01606288791e-05	0.0	0.000115893320199
k__Bacteria;p__BRC1	0.000320177591838	0.000675638409354	0.00021734727649	0.000397805593332	0.0001500150015	0.000378424009548	0.000224895048977	0.000362671750979	0.000175156180928	0.000241824762856	0.000369139904024	0.000221654130894	0.000236445642039	0.00101695745932	0.000281250303071	0.000413779560692	0.000158994247815	0.000283322601417	0.000556593646881	0.000173171418057	0.00027999832001	0.000233968297296	0.000303980406292	0.000169071235347	8.02141718388e-05	0.000936614013771	0.000376653290646
