# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
Unassigned;Other;Other;Other	0.0055283997524	0.00230268600739	0.00216853305408	0.00234982838852	0.00442544254425	0.00356591855151	0.00359832078363	0.00261641763206	0.00333630820815	0.00315932351473	0.00382675033838	0.00594771917899	0.00399280848349	0.00290384238385	0.00262338644761	0.00402558420063	0.00474711397048	0.0028203477141	0.00337136723254	0.0026138060913	0.00204398773607	0.00316832069255	0.00290952674593	0.00335324616772	0.00314840624467	0.00407553665452	0.00294079300004
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J	6.40355183675e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.59051250699e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01321289309e-05	0.0	0.0	0.0	0.0	0.0	9.74867905399e-06	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	0.00542167388845	0.0	0.0	0.0	1.500150015e-05	0.0	0.0	0.00094812757756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31189160378e-05	0.0	0.0	0.0	2.16464272572e-05	0.000776995338028	0.0	1.73703089309e-05	0.0	0.0	2.53138922641e-05	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	0.00604068389934	0.0454056588164	0.014038658177	0.0102966889623	0.0197119711971	0.0251288097109	0.0229309655494	0.0260035645452	0.0323371673075	0.0291125811283	0.017189614864	0.0120062654234	0.0144544128341	0.0294917663203	0.0529477941248	0.00463573372233	0.0595319890748	0.0169349645847	0.0408619250189	0.0277453081369	0.00718895686626	0.00630739534793	0.0161457021513	0.0371393146979	0.0288369947761	0.00455650060753	0.0193831578032
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	2.75770779328e-05	4.93971082933e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23046634675e-05	0.0	0.0	2.45049990198e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales	0.0	4.13656168992e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0	2.75770779328e-05	8.39750840986e-05	0.0	0.0	0.0	0.0	5.18102501399e-06	6.6726164163e-05	6.24063904144e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000340701959604	0.0	0.0	0.000135290170357	0.0	0.0	0.0	5.63570784491e-05	0.000100267714799	0.0	4.34599950745e-05
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70350979802e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__WCHD3-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15233173373e-06	1.47769420596e-05	1.78449541162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74867905399e-06	8.68515446547e-06	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114	8.53806911567e-05	2.75770779328e-05	0.0	9.25129286818e-05	1.500150015e-05	7.277384799e-05	2.49883387752e-05	4.66292251259e-05	0.0	7.8007988018e-05	1.23046634675e-05	6.64962392682e-05	4.01511467614e-05	3.67574985297e-05	0.000140625151536	2.10396386793e-05	5.6783659934e-05	0.0	3.18053512503e-05	4.32928545144e-05	6.29996220023e-05	5.84920743239e-05	4.34257723274e-05	9.86248872858e-05	0.0	0.0	0.000492546610845
k__Bacteria;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99995800025e-06	0.0	0.0	0.0	2.00535429597e-05	0.0	0.0
k__Bacteria;p__;c__;o__	0.000128071036735	0.000206828084496	0.000187709011514	0.000222031028836	0.000870087008701	0.000414810933543	0.000174918371427	6.73533251819e-05	0.000100089246245	0.000210621567649	0.000239940937615	0.000199488717805	0.000432740137317	7.35149970594e-05	0.000276401159915	7.01321289309e-05	0.000295275031657	0.000244687701223	0.000469128930943	0.000194817845315	4.89997060018e-05	2.9246037162e-05	0.000182388243775	0.000267696122633	0.000150401572198	2.53138922641e-05	0.000202813310348
k__Bacteria;p__AD3;c__ABS-6;o__	0.000106725863946	0.0	2.9638264976e-05	9.25129286818e-06	0.0	7.277384799e-06	0.0	2.59051250699e-05	0.0	0.0	6.15233173373e-06	0.0	0.0	0.0	0.0	4.90924902516e-05	0.0	0.0	0.0	0.0	0.0	8.77381114859e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4;o__	0.0	0.0	4.93971082933e-06	0.0	0.0	0.0	0.0	1.5543075042e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000497938115409	1.13567319868e-05	0.0	0.0	0.0	0.0	6.82407533779e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__;o__	0.000234796900681	0.00111687165628	0.00227720669232	0.0006105853293	0.0028202820282	0.00130992926382	0.00146598254148	0.000626904026693	0.00170985795668	0.0069505117324	0.00143349329396	0.00681955876051	0.00179341788867	0.000526857478926	0.00160506638477	8.41585547171e-05	0.00519570488396	0.00104314230522	0.00141533813064	0.00441587116046	0.000300998194011	0.000380198483106	0.000964052145667	0.00384637060415	0.00166444406566	0.000177197245849	0.00102855321676
k__Bacteria;p__Acidobacteria;c__AT-s54;o__	4.26903455783e-05	8.27312337985e-05	6.91559516106e-05	8.32616358136e-05	0.0001800180018	0.000189212004774	0.00020823615646	0.0	0.000233541574571	0.000132613579631	7.38279808047e-05	0.000140380949566	0.000151682109987	7.35149970594e-05	0.000223060585195	3.50660644655e-05	1.70350979802e-05	0.000128783000644	0.00018288076969	2.16464272572e-05	4.89997060018e-05	0.000321706408782	0.000251869479499	0.000112714156898	8.02141718388e-05	7.59416767922e-05	0.000202813310348
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__	0.00510149629661	0.00981743974408	0.00962749640636	0.00532874469207	0.010696069607	0.00834716036445	0.00407309922036	0.00690112531863	0.00333630820815	0.00643565901148	0.00653992863295	0.00870361887311	0.00722274517852	0.00985100960596	0.00474246200696	0.00697814682863	0.00613263527287	0.00471345782357	0.00766508965133	0.00341472389982	0.00666396001624	0.00892979001345	0.00483763103727	0.00414224526601	0.00356953064683	0.00146820575132	0.0044329194976
